reviewId;userName;score;at;content;case_folding;cleaning;normalisasi;tokenizing;stopwords;stemming;cleaned;Score;Sentiment
52eb304f-5256-48e6-9d7d-52d29f595572;Pengguna Google;5;2024-12-25 16:18:40;bluebird menjadi transportasi andalan saya setiap hari pergi bekerja selama hampir 3 tahun ini. sedikit masukan, tolong untuk pengemudi taxi bandara, meski argo saya tidak terlalu besar, tapi sikap yang menyenangkan rasanya tetap berhak saya dapatkan... terima kasih;bluebird menjadi transportasi andalan saya setiap hari pergi bekerja selama hampir 3 tahun ini. sedikit masukan, tolong untuk pengemudi taxi bandara, meski argo saya tidak terlalu besar, tapi sikap yang menyenangkan rasanya tetap berhak saya dapatkan... terima kasih;bluebird menjadi transportasi andalan saya setiap hari pergi bekerja selama hampir tahun ini sedikit masukan tolong untuk pengemudi taxi bandara meski argo saya tidak terlalu besar tapi sikap yang menyenangkan rasanya tetap berhak saya dapatkan terima kasih;bluebird menjadi transportasi andalan saya setiap hari pergi bekerja selama hampir tahun ini sedikit masukan tolong untuk pengemudi taxi bandara meski argo saya tidak terlalu besar tapi sikap yang menyenangkan rasanya tetap berhak saya dapatkan terima kasih;['bluebird', 'menjadi', 'transportasi', 'andalan', 'saya', 'setiap', 'hari', 'pergi', 'bekerja', 'selama', 'hampir', 'tahun', 'ini', 'sedikit', 'masukan', 'tolong', 'untuk', 'pengemudi', 'taxi', 'bandara', 'meski', 'argo', 'saya', 'tidak', 'terlalu', 'besar', 'tapi', 'sikap', 'yang', 'menyenangkan', 'rasanya', 'tetap', 'berhak', 'saya', 'dapatkan', 'terima', 'kasih'];['bluebird', 'menjadi', 'transportasi', 'andalan', 'hari', 'pergi', 'bekerja', 'selama', 'hampir', 'tahun', 'sedikit', 'masukan', 'pengemudi', 'taxi', 'bandara', 'meski', 'argo', 'terlalu', 'besar', 'sikap', 'menyenangkan', 'rasanya', 'tetap', 'berhak', 'dapatkan', 'terima', 'kasih'];['bluebird', 'jadi', 'transportasi', 'andal', 'hari', 'pergi', 'kerja', 'lama', 'hampir', 'tahun', 'sedikit', 'masuk', 'kemudi', 'taxi', 'bandara', 'meski', 'argo', 'terlalu', 'besar', 'sikap', 'senang', 'rasa', 'tetap', 'hak', 'dapat', 'terima', 'kasih'];bluebird jadi transportasi andal hari pergi kerja lama hampir tahun sedikit masuk kemudi taxi bandara meski argo terlalu besar sikap senang rasa tetap hak dapat terima kasih;-1;Negatif
f92e03f0-a752-410a-ba91-7c00a1d278bf;Pengguna Google;5;2024-12-25 14:46:17;agak sulit dapat pengemudi ketika cuaca hujan;agak sulit dapat pengemudi ketika cuaca hujan;agak sulit dapat pengemudi ketika cuaca hujan;agak sulit dapat pengemudi ketika cuaca hujan;['agak', 'sulit', 'dapat', 'pengemudi', 'ketika', 'cuaca', 'hujan'];['sulit', 'pengemudi', 'cuaca', 'hujan'];['sulit', 'kemudi', 'cuaca', 'hujan'];sulit kemudi cuaca hujan;1;Positif
b5cd08e4-2a36-401b-9b92-b10adccb3e35;Pengguna Google;5;2024-12-25 13:35:01;sangat memuaskan;sangat memuaskan;sangat memuaskan;sangat memuaskan;['sangat', 'memuaskan'];['sangat', 'memuaskan'];['sangat', 'muas'];sangat muas;1;Positif
cfe52591-0151-4cf1-80e5-42f189746f20;Pengguna Google;5;2024-12-25 06:28:32;semoga kedepannya bluebird bisa menambah tujuan lebih dari 1 agar tidak ganti ganti pengemudi. aplikasi taksi online sebelah aja bisa gitu, maka harapan saya semoga bluebird bisa dibuat demikian agar dapat bepergian lebih praktis. keep up the baik work 👍👍👍;semoga kedepannya bluebird bisa menambah tujuan lebih dari 1 agar tidak ganti ganti pengemudi. aplikasi taksi online sebelah aja bisa gitu, maka harapan saya semoga bluebird bisa dibuat demikian agar dapat bepergian lebih praktis. keep up the baik work 👍👍👍;semoga kedepannya bluebird bisa menambah tujuan lebih dari agar tidak ganti pengemudi aplikasi taksi online sebelah aja bisa gitu maka harapan saya semoga bluebird bisa dibuat demikian agar dapat bepergian lebih praktis keep up the baik work;semoga kedepannya bluebird bisa menambah tujuan lebih dari agar tidak ganti pengemudi aplikasi taksi daring sebelah saja bisa begitu maka harapan saya semoga bluebird bisa dibuat demikian agar dapat bepergian lebih praktis keep up the baik work;['semoga', 'kedepannya', 'bluebird', 'bisa', 'menambah', 'tujuan', 'lebih', 'dari', 'agar', 'tidak', 'ganti', 'pengemudi', 'aplikasi', 'taksi', 'daring', 'sebelah', 'saja', 'bisa', 'begitu', 'maka', 'harapan', 'saya', 'semoga', 'bluebird', 'bisa', 'dibuat', 'demikian', 'agar', 'dapat', 'bepergian', 'lebih', 'praktis', 'keep', 'up', 'the', 'baik', 'work'];['semoga', 'kedepannya', 'bluebird', 'menambah', 'tujuan', 'lebih', 'ganti', 'pengemudi', 'aplikasi', 'taksi', 'daring', 'sebelah', 'harapan', 'semoga', 'bluebird', 'dibuat', 'bepergian', 'lebih', 'praktis', 'keep', 'up', 'baik', 'work'];['moga', 'depan', 'bluebird', 'tambah', 'tuju', 'lebih', 'ganti', 'kemudi', 'aplikasi', 'taksi', 'daring', 'belah', 'harap', 'moga', 'bluebird', 'buat', 'pergi', 'lebih', 'praktis', 'keep', 'up', 'baik', 'work'];moga depan bluebird tambah tuju lebih ganti kemudi aplikasi taksi daring belah harap moga bluebird buat pergi lebih praktis keep up baik work;6;Positif
eba85d34-eb72-48ed-a347-1cf84c9b0d7c;Pengguna Google;5;2024-12-24 19:00:27;aman nyaman;aman nyaman;aman nyaman;aman nyaman;['aman', 'nyaman'];['aman', 'nyaman'];['aman', 'nyaman'];aman nyaman;1;Positif
95dfbfc2-02fc-4eb7-983c-ccd0e62dc181;Pengguna Google;5;2024-12-24 16:45:45;armada lebih cepat dapat, aman & nyaman;armada lebih cepat dapat, aman & nyaman;armada lebih cepat dapat aman nyaman;armada lebih cepat dapat aman nyaman;['armada', 'lebih', 'cepat', 'dapat', 'aman', 'nyaman'];['armada', 'lebih', 'cepat', 'aman', 'nyaman'];['armada', 'lebih', 'cepat', 'aman', 'nyaman'];armada lebih cepat aman nyaman;1;Positif
13a6d86a-b669-4adc-be15-d565902f5ef6;Pengguna Google;5;2024-12-24 06:10:15;sejauh ini mantab. sesuai kebutuhan. tp lupa pake kode promosi nya..;sejauh ini mantab. sesuai kebutuhan. tp lupa pake kode promosi nya..;sejauh ini mantab sesuai kebutuhan tp lupa pake kode promosi nya;sejauh ini mantap sesuai kebutuhan tapi lupa pakai kode promosi nya;['sejauh', 'ini', 'mantap', 'sesuai', 'kebutuhan', 'tapi', 'lupa', 'pakai', 'kode', 'promosi', 'nya'];['sejauh', 'mantap', 'sesuai', 'kebutuhan', 'lupa', 'pakai', 'kode', 'promosi', 'nya'];['jauh', 'mantap', 'sesuai', 'butuh', 'lupa', 'pakai', 'kode', 'promosi', 'nya'];jauh mantap sesuai butuh lupa pakai kode promosi nya;-1;Negatif
20fbd2fa-e213-4d88-88fe-43c8401325f8;Pengguna Google;1;2024-12-23 14:15:24;jelek;jelek;jelek;jelek;['jelek'];['jelek'];['jelek'];jelek;-1;Negatif
ff9392c9-e4c1-4bea-9fe2-faa648045b18;Pengguna Google;5;2024-12-22 23:44:11;tepat waktu;tepat waktu;tepat waktu;tepat waktu;['tepat', 'waktu'];['tepat', 'waktu'];['tepat', 'waktu'];tepat waktu;0;Netral
2aeaf888-9838-4e8b-b33d-45870c4e755c;Pengguna Google;5;2024-12-22 20:21:11;aplikasi terbaik;aplikasi terbaik;aplikasi terbaik;aplikasi terbaik;['aplikasi', 'terbaik'];['aplikasi', 'terbaik'];['aplikasi', 'baik'];aplikasi baik;-1;Negatif
f6644e75-95af-44e0-a775-62947d866471;Pengguna Google;5;2024-12-22 15:43:02;baik;baik;baik;baik;['baik'];['baik'];['baik'];baik;0;Netral
c5ad59a3-a58d-442a-bf20-3b8ae67f5379;Pengguna Google;4;2024-12-22 14:19:04;terima kasih atas ìnfonya jadwal berangkat budiman;terima kasih atas ìnfonya jadwal berangkat budiman;terima kasih atas nfonya jadwal berangkat budiman;terima kasih atas nfonya jadwal berangkat budiman;['terima', 'kasih', 'atas', 'nfonya', 'jadwal', 'berangkat', 'budiman'];['terima', 'kasih', 'atas', 'nfonya', 'jadwal', 'berangkat', 'budiman'];['terima', 'kasih', 'atas', 'nfonya', 'jadwal', 'berangkat', 'budiman'];terima kasih atas nfonya jadwal berangkat budiman;0;Netral
d6bf3d6d-6093-4fdc-970c-b3268f055492;Pengguna Google;5;2024-12-22 12:53:26;begitu mudah nya;begitu mudah nya;begitu mudah nya;begitu mudah nya;['begitu', 'mudah', 'nya'];['mudah', 'nya'];['mudah', 'nya'];mudah nya;0;Netral
61fd3e60-1b91-4c93-b032-f2eb74ca573d;Pengguna Google;5;2024-12-22 12:15:21;kapan bluebird hadir di surakarta/solo?;kapan bluebird hadir di surakarta/solo?;kapan bluebird hadir di surakartasolo;kapan bluebird hadir di surakartasolo;['kapan', 'bluebird', 'hadir', 'di', 'surakartasolo'];['kapan', 'bluebird', 'hadir', 'surakartasolo'];['kapan', 'bluebird', 'hadir', 'surakartasolo'];kapan bluebird hadir surakartasolo;0;Netral
52e5c9ed-bdc8-4afa-9d28-054b054bd3f8;Pengguna Google;5;2024-12-22 10:40:34;baik;baik;baik;baik;['baik'];['baik'];['baik'];baik;0;Netral
19fdbf47-0747-451c-bf5b-114cdef019f3;Pengguna Google;5;2024-12-22 09:17:13;terbaik aplikasi .. pengemudi , armada terbaik 😇😇;terbaik aplikasi .. pengemudi , armada terbaik 😇😇;terbaik aplikasi pengemudi armada terbaik;terbaik aplikasi pengemudi armada terbaik;['terbaik', 'aplikasi', 'pengemudi', 'armada', 'terbaik'];['terbaik', 'aplikasi', 'pengemudi', 'armada', 'terbaik'];['baik', 'aplikasi', 'kemudi', 'armada', 'baik'];baik aplikasi kemudi armada baik;-1;Negatif
ea977281-81c4-428f-8db8-c0175c645aae;Pengguna Google;1;2024-12-22 06:24:07;ordernya pakai tarif pasti, eh pas naik pakai tarif flat. tarifnya hilang ga ada di layar. jadi tarifnya double kill. kok kayak diprank.;ordernya pakai tarif pasti, eh pas naik pakai tarif flat. tarifnya hilang ga ada di layar. jadi tarifnya double kill. kok kayak diprank.;ordernya pakai tarif pasti eh pas naik pakai tarif flat tarifnya hilang ga ada di layar jadi tarifnya double kill kok kayak diprank;ordernya pakai tarif pasti eh pas naik pakai tarif flat tarifnya hilang tidak ada di layar jadi tarifnya double kill kok kayak diprank;['ordernya', 'pakai', 'tarif', 'pasti', 'eh', 'pas', 'naik', 'pakai', 'tarif', 'flat', 'tarifnya', 'hilang', 'tidak', 'ada', 'di', 'layar', 'jadi', 'tarifnya', 'double', 'kill', 'kok', 'kayak', 'diprank'];['ordernya', 'pakai', 'tarif', 'pas', 'naik', 'pakai', 'tarif', 'flat', 'tarifnya', 'hilang', 'layar', 'jadi', 'tarifnya', 'double', 'kill', 'kok', 'kayak', 'diprank'];['order', 'pakai', 'tarif', 'pas', 'naik', 'pakai', 'tarif', 'flat', 'tarif', 'hilang', 'layar', 'jadi', 'tarif', 'double', 'kill', 'kok', 'kayak', 'diprank'];order pakai tarif pas naik pakai tarif flat tarif hilang layar jadi tarif double kill kok kayak diprank;1;Positif
